Species	CMC001.B.deep.homd_mags	CMC002.B.deep.homd_mags	CMC003.B.deep.homd_mags	CMC004.B.deep.homd_mags	CMC005.B.deep.homd_mags	CMC006.B.deep.homd_mags	CMC007.B.deep.homd_mags	CMC008.B.deep.homd_mags	CMC009.A.deep.homd_mags	CMC009.B.deep.homd_mags	CMC010.B.deep.homd_mags	CMC011.B.deep.homd_mags	CMC012.B.deep.homd_mags	CMC013.B.deep.homd_mags	CMC015.B.deep.homd_mags	CMC016.B.deep.homd_mags	CMC017.B.deep.homd_mags	CMC018.B.deep.homd_mags	CMC020.B.deep.homd_mags	CMC021.B.deep.homd_mags	CMC022.B.deep.homd_mags	CMC023.A.deep.homd_mags	CMC023.B.deep.homd_mags	CMC024.B.deep.homd_mags	CMC025.B.deep.homd_mags	CMC026.B.deep.homd_mags	CMC027.B.deep.homd_mags	CMC028.B.deep.homd_mags	CMC029.B.deep.homd_mags	CMC030.B.deep.homd_mags	CMC031.B.deep.homd_mags	CMC032.B.deep.homd_mags	CMC033.B.deep.homd_mags	CMC034.B.deep.homd_mags	CMC035.B.deep.homd_mags	CMC036.B.deep.homd_mags	CMC037.B.deep.homd_mags	CMC038.A.deep.homd_mags	CMC038.B.deep.homd_mags	CMC039.B.deep.homd_mags	CMC040.B.deep.homd_mags	CMC042.B.deep.homd_mags	CMC043.B.deep.homd_mags	CMC045.B.deep.homd_mags	CMC046.B.deep.homd_mags
Lancefieldella pr_cl_3303	1	0	2	55	369	5	222	14	47	4	23	25	41	6	1	22	8	2	57	99	30	0	26	34	22	17	0	4	11	7	33	2	0	5	18	28	11	0	0	19	10	42	46	25	1
Lancefieldella pr_cl_3369	1	0	0	3	2	0	0	0	0	0	4	0	1	0	0	10	0	0	0	2	12	0	4	6	17	0	4	1	6	6	0	1	3	0	6	1	0	0	0	0	0	7	0	1	0
Lancefieldella pr_cl_3328	1	5	0	5	6	3	0	1	0	0	6	4	1	0	0	6	0	2	1	12	5	0	5	1	8	0	1	2	1	1	0	0	0	0	0	0	0	0	0	2	3	7	0	2	0
Lancefieldella pr_cl_3368	1	0	0	1	6	0	0	1	0	0	48	5	0	0	0	6	1	2	3	22	12	16	5	3	41	13	2	1	8	6	0	0	0	0	37	1	2	2	1	0	0	4	0	3	0
Lancefieldella pr_cl_3408	1	0	2	57	144	1	492	0	12	5	9	102	106	2	7	142	0	2	45	35	10	2	5	74	24	37	2	2	44	56	7	0	0	0	9	12	3	0	0	7	37	17	6	22	3
Lancefieldella pr_cl_3389	2	0	0	4	2	0	2	1	2	0	6	1	0	0	2	1	0	0	0	5	8	1	0	0	60	0	0	0	4	1	0	0	0	0	4	0	0	0	0	2	2	8	0	0	2
Lancefieldella pr_cl_3322	2	0	8	10	4	22	1639	134	820	418	14	24	11	2	4	4	0	0	71	4	3	79	2	9	83	2	293	6	25	0	0	2	50	0	10	3	4	0	6	2	77	33	6	25	1
Lancefieldella pr_cl_3321	2	0	2	135	60	7	513	11	2	5	120	69	126	13	102	320	32	12	64	85	911	8	22	208	104	36	119	8	66	21	1	8	7	4	40	31	6	12	7	21	83	49	19	33	0
Lancefieldella pr_cl_3329	4	0	0	268	71	4	50	4	5	0	135	133	124	23	121	442	208	36	81	62	357	13	103	53	137	249	98	25	34	60	3	5	8	11	141	15	9	6	19	13	52	95	8	36	6
Lancefieldella pr_cl_3320	4	2	0	10	2	0	2	1	0	0	6	21	0	0	0	14	2	0	6	4	34	8	7	2	19	5	5	1	2	0	0	0	0	1	2	1	0	2	10	0	7	4	2	2	0
Lancefieldella pr_cl_3326	8	0	4	5	11	7	1	7	10	1	106	3	46	1	0	0	46	0	9	8	320	2	8	45	5	7	111	27	12	6	222	0	1	0	9	2	0	4	4	0	23	118	0	5	0
Lancefieldella pr_cl_3302	16	0	43	431	9848	97	4849	175	1088	142	623	315	379	261	71	351	35	28	1144	1950	884	29	200	591	267	405	182	92	146	138	488	3	36	19	494	694	203	43	29	323	170	311	1012	808	136
Lancefieldella pr_cl_3362	19	0	0	4	0	2	1	0	4	0	2	0	56	0	0	11	0	2	1	2	1	1	46	29	67	0	0	0	4	2	0	6	0	2	0	6	0	0	0	0	2	36	0	0	0
Lancefieldella pr_cl_3415	34	10	37	256	1987	57	77	30	9	18	25	51	14917	18	60	6693	1161	122	897	394	179	155	52	416	31078	16	52	10	107	15	2	1	5	42	10873	649	27	2	6	8	11	27	0	4	0
Lancefieldella pr_cl_3403	87	0	10	684	160	25	263	24	13	0	274	521	452	85	909	955	1112	89	246	363	698	143	1256	339	1102	414	472	92	103	313	15	1	55	88	700	64	32	7	39	14	255	452	94	170	120
Lancefieldella pr_cl_3304	128	14	79	55858	7340	2435	1323	382	825	63	37288	72745	48954	551	5338	79461	8382	2094	40417	35651	131699	1786	8851	35186	45037	42786	35212	14238	36772	36504	21	53	1388	2050	752	9487	680	21	797	769	41217	68340	809	15188	242
Lancefieldella pr_cl_3372	148	23	9539	1699	2889	294	4657	1143	29748	2673	1925	2004	2230	3479	580	2370	1873	490	2239	5350	1930	14056	531	1451	535	850	21180	378	252	274	575	87	54	292	443	2350	90	951	3182	8372	1981	955	140	8130	1083
Lancefieldella pr_cl_3416	312	126	297	122534	6236	876	99649	3314	2679	851	7188	3500	50382	742	783	17368	12422	5802	6157	10579	3153	965	14041	5294	112869	8510	21634	308	3462	1435	19661	32	890	10849	1394	11013	501	490	576	334	3177	12525	1544	2510	590
Olsenella pr_cl_3218	71	46	0	4753	276	11	205	2	2	51	4612	276	9714	2	132	7504	1148	3218	203	1284	2339	605	2738	817	1970	5085	639	17	455	347	34	5	192	681	3220	170	31	97	658	630	22	615	18	36	97
Olsenella pr_cl_3217	1313	1368	67	299515	14070	387	1146	297	29	213	190083	8670	464136	191	1267	389839	24592	163766	4883	36004	84646	34549	18580	33024	108748	257335	27856	289	5679	11693	345	7	3794	30129	158811	4990	270	3161	32226	22374	1143	41927	160	1350	1478
Olsenella_F pr_cl_3215	0	0	0	33	36	0	39	0	3	0	32	27	8	0	5	87	57	4	1	10	16	0	44	13	9	217	8	3	10	11	15	0	5	2	11	875	60	2	6	0	0	7	4	2	0
Olsenella_F pr_cl_3213	0	0	7	82	83	2	12	1	2	14	81	35	254	7	217	126	46	14	18	31	44	17	61	58	26	355	57	16	14	23	23	2	6	17	12	2677	927	2	16	8	6	11	12	13	0
Olsenella_F pr_cl_3214	45	8	137	1551	4254	68	134	7	9	24	3959	322	831	131	179	2903	851	272	39	177	430	99	759	267	792	22975	298	16	46	393	1233	41	77	56	317	701751	74757	24	143	124	53	379	250	105	12
Olsenella_F pr_cl_3211	1079	22	27	5307	608	18	4892	48	33	512	1008	6465	1878	129	6229	22672	8851	755	1195	6959	2654	563	10029	1476	3788	2017	7238	99	2073	2659	156	2	300	728	3212	1135	320	172	1425	422	65	2265	849	840	322
Olsenella_F pr_cl_3209	1625	26	127	11237	923	27	7844	74	71	1293	1995	10820	3305	372	10226	45088	22674	1537	2057	10463	7324	1473	18403	2372	6882	7108	14326	711	1708	7278	142	4	435	1100	5160	1716	484	280	2603	899	301	4428	1312	2405	477
Olsenella_F pr_cl_3212	32172	1426	2463	177515	18237	2048	186326	7373	1443	27372	135266	179530	51411	12446	179773	841561	282837	654546	34472	152065	254614	140344	273337	182238	144569	184909	207745	19732	35222	100454	5512	524	9651	21858	750652	27469	10572	27134	103063	15177	50337	99362	39264	36151	9909
Olsenella_F pr_cl_3210	524180	4506	4543	1279624	322986	11138	2677477	54390	22632	397435	357459	1764845	1038020	202232	4787210	6087689	4201337	268118	571380	2594378	1503405	417950	4993656	529128	2964197	1195865	1342851	1187916	842731	1961381	85498	2078	133784	269043	854511	469028	268380	57057	822128	227326	186377	1776484	430839	741116	338596
Euzebyaceae pr_cl_3869	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Euzebyaceae pr_cl_3868	0	0	2	0	0	0	10	0	0	6	0	0	0	0	0	2	0	0	0	0	11	0	2	44	1	0	4	2	0	0	2	2	0	0	14	0	71	8	2	0	2	0	0	5	0
Euzebyaceae pr_cl_3870	2	0	8	3	0	2	0	0	0	5	0	2	2	3	0	0	0	12	0	0	0	16	0	18	0	2	0	0	0	0	0	0	0	0	0	0	0	19	93	0	0	4	0	0	0
Streptomyces_A pr_cl_3232	1	18	23	24	23	2	41	2	14	31	11	11	12	20	12	8	24	3	28	22	3	7	35	33	44	21	21	4	9	2	14	5	0	0	6	11	17	10	14	12	3	10	14	23	17
Streptomyces_A pr_cl_3233	4	21	12	18	11	0	11	1	6	25	0	3	7	17	0	5	14	10	8	13	6	2	33	140	14	9	10	3	3	3	1	2	4	1	6	10	226	37	20	1	4	10	8	6	5
Streptomyces pr_cl_3234	6	11	278	450	660	49	1434	383	56	664	33	491	714	607	414	40	187	17	239	259	17	26	453	56	192	1176	138	17	158	15	160	3	71	2	13	239	20	20	23	82	329	41	32	194	668
Streptomyces pr_cl_3235	7	32	24	54	27	3	15	4	18	12	5	0	9	10	3	10	3	35	4	6	23	41	16	89	26	20	21	3	21	0	3	1	0	0	14	8	45	30	63	2	34	4	6	12	10
Nocardiopsis pr_cl_3228	0	29	20	15	20	3	18	7	12	21	2	12	9	18	9	11	9	4	7	5	15	11	17	35	18	56	30	4	4	1	0	1	4	3	8	10	35	13	7	3	6	10	3	6	14
Spirillospora pr_cl_3236	0	8	8	10	16	3	1	0	14	23	20	10	17	7	4	3	13	0	5	6	7	2	20	12	14	10	3	5	4	8	4	0	1	0	8	15	39	0	3	0	6	0	0	4	3
Streptosporangiaceae pr_cl_3766	1	14	0	7	9	6	5	3	4	3	7	1	2	5	4	11	0	1	0	3	0	2	5	14	4	0	8	11	12	1	0	1	3	0	5	1	19	4	1	0	3	0	2	3	1
Streptosporangiaceae pr_cl_3237	1	17	10	13	28	0	22	4	15	19	5	2	4	14	0	11	8	7	8	2	17	7	14	24	16	8	8	4	8	5	7	9	4	0	10	14	14	13	25	3	10	4	3	9	9
Streptosporangiaceae pr_cl_3765	2	0	2	2	6	0	17	0	2	1	6	0	5	0	2	0	0	0	1	0	5	2	4	2	19	2	2	1	2	0	2	0	0	0	0	29	217	10	6	5	6	4	0	0	0
Streptosporangium pr_cl_3889	3	10	22	14	34	0	26	6	40	83	14	2	5	5	10	10	38	4	11	5	37	35	58	48	33	7	14	4	15	2	15	4	2	3	6	14	13	106	108	8	10	7	4	8	9
Streptosporangium pr_cl_3888	5	5	6	5	5	1	1	0	5	6	4	0	2	8	5	3	1	0	3	5	0	11	8	5	1	0	4	0	6	1	1	0	1	0	2	1	19	6	4	3	10	0	1	3	6
WHST01 pr_cl_3241	0	10	4	0	11	0	3	0	8	18	4	3	0	0	0	3	7	5	1	2	2	12	5	13	5	3	9	0	4	0	2	4	0	0	2	0	5	6	1	2	0	2	2	4	4
WHST01 pr_cl_3242	23	14	10	31	41	8	24	6	17	26	58	9	29	25	16	32	206	3	23	30	33	8	7	36	35	7	87	6	0	105	1	3	7	2	16	9	268	4	2	31	10	6	2	27	12
Kribbella pr_cl_3230	0	34	98	5	8	2	10	0	3	3	2	0	0	3	1	4	0	1	0	0	0	3	8	52	4	3	4	0	2	1	0	0	0	0	0	0	1	2	12	0	4	0	0	3	2
Kribbella pr_cl_3231	0	64	7	5	8	1	20	0	4	6	4	6	13	5	4	4	2	2	0	5	3	6	2	15	3	4	16	0	8	1	2	2	0	2	0	2	0	7	2	0	2	0	0	8	0
Tenggerimyces pr_cl_3767	2	3	3	4	6	0	8	0	13	18	0	4	4	7	9	10	10	0	6	2	5	8	6	20	10	15	13	14	4	0	2	3	3	0	4	0	17	10	2	0	6	3	0	7	12
JACCXZ01 pr_cl_3258	3	9	13	9	11	1	1	2	15	3	6	6	19	4	1	8	2	2	2	8	4	4	9	65	15	2	5	5	15	2	0	1	0	0	2	2	17	2	8	2	11	0	0	0	4
SCSIO-66511 pr_cl_3256	0	14	11	20	23	2	8	0	11	24	8	4	21	20	4	4	6	0	8	8	1	10	33	24	19	13	0	0	8	4	1	0	0	0	11	10	36	49	6	2	12	4	8	6	21
SCSIO-66511 pr_cl_3255	1	6	1	6	26	0	12	10	48	81	4	6	26	10	6	2	12	1	4	6	0	27	54	16	12	5	15	2	5	0	4	0	5	1	1	4	8	138	26	6	14	0	4	2	10
SCSIO-66511 pr_cl_3257	3	8	3	19	18	4	19	2	8	13	4	5	3	6	1	1	10	2	0	3	5	7	17	27	9	10	4	2	6	2	2	6	1	2	9	5	9	15	4	0	9	5	11	11	3
Propionibacteriaceae pr_cl_3835	2	16	2	22	17	0	21	4	5	18	9	0	2	0	3	4	4	0	5	0	1	23	7	6	12	2	4	1	2	0	2	46	4	0	26	0	3	0	3	0	23	2	4	4	5
Propionibacteriaceae pr_cl_3867	60	11	262	253	42	95	156	350	54	52	35	32	198	697	42	8	261	4	9	21	198	76	23	8449	51	1359	69	1506	60	11	56	0	4	68	643	87	85	345	89	30	133	12	1	329	53
Fen-668 pr_cl_3845	4	15	2605421	73	117	5	35	3	20	21	31	43	3349	9481	11	9	185696	6	18	22	957	781	42	164778	31	179	85	342	5	4	5	0	27	1	11	22	141	74	4	7	262	2	16	86	12014
Fen-668 pr_cl_3844	58	8	38750	182230	201	25	14571	121	23	30	10546	15019	31706	456	7424	71	19899	221	7	4576	805	2459390	6190	16159	3685	497529	260971	494	29	87	8	7	8	10	52	5	90	29849	3141	126	855770	20	11	124071	1571
Propionibacterium pr_cl_3761	2	7	9	28	3994	2	25	14	9	20	4	28	2660	3100	78	19	15	2	11	11	7	5	1622	16	2390	43	6	0	12	0	6	2	226	1	3	1378	13124	6	4	46	9	83	48	20	19
Propionibacterium pr_cl_3759	4	44	12	21410	706701	4	1576	25	4632	167	9	12	8241	8075	107971	55	419	68	8254	341	12	544	666297	28	5328	92	24	115	16	104	5	2	57412	4	17	21292	47532	3	10	161	17	646	47130	18	24
Propionibacterium pr_cl_3760	5	21	0	83	85501	4	5	9	15	78	10	7	2273	40993	190	13	94	10	36	8	20	15	6925	19	19553	222	5	3	25	10	5	8	2940	0	36	18193	128126	9	4	631	18	1360	135	133	11
Propionibacterium pr_cl_3762	22	1	12	153	34258	8	15	17	19	34	129	10	1227	8850	179	68	173	6	37	22	35	98	3118	53	14158	272	18	40	87	11	146	3	763	2	285	7594	51888	11	4	306	7	688	155	44	21
Propionibacterium pr_cl_3763	26	38	54	186	264409	35	95	20	33	54	207	61	12038	222461	977	97	200	105	90	56	131	99	24225	81	102823	853	22	45	53	84	32	22	4504	0	253	29216	394332	16	76	1126	77	4048	1768	550	159
Propionibacterium pr_cl_3764	795	723	785	17858	28059824	58	1113	254	190	662	310	9639	3070056	19849372	105342	5805	16769	2425	10674	285	2407	759	6427851	174	13864347	121161	912	187	303	6657	220	929	1079490	9	11619	8611212	103124155	102	595	293522	913	1059788	173483	279	428
Cutibacterium pr_cl_3422	3	832	77	85	29	40	46	107	49	35	26	26	33	1395	16	17	23	6	19	29	6	36	59	64	37	16	16	24	32	2	8	12	2	1	11	13	33	108	1	12	32	4	25	12	32
Cutibacterium pr_cl_3421	1016	11404	1055	1236	686	302	2203	1725	756	431	954	194	664	1635	199	444	1589	160	329	468	331	925	1022	1382	504	206	211	765	415	84	241	39	14	15	266	317	346	610	198	65	202	84	103	411	404
Brooklawnia pr_cl_3834	0	14	631	25	30	1236	95	179	693	397	19	28	261	108	6	10	899	4	3	38	968	851	2	1235	46	1674	100	26	29	33	5	20	2	2	43174	29	7	217	366	976	1591	27	6	357	762
Brooklawnia pr_cl_3842	0	0	13	26	29	0	193	7	3	10	86	2	6	10	8	3	108	2	6	4	29	22	43	523971	30	557	7	213	16	5	1	0	2	0	13	518	54	46	148	6	7	4	2	80	15
Brooklawnia pr_cl_3839	3	10	41	54	43	46	25981	263	3	16	3396	215	2	16	2	1	1627	0	0	61	748	47	3	280	301	3699	30	687	5	6	3	4	5	0	6	8	79	924	842	11	7	4	0	2186	1047
Brooklawnia pr_cl_3843	19	5	39	193	198	77	190	16	40	45	56	64	89	31	175	119	440	19	228	66	171	86	111	465	273	101	36	218	136	103	195	0	7	4	79	51	78	57	202	82	63	193	52	278	52
Brooklawnia pr_cl_3841	152	100	740	398	43	272	270078	2120	27	55	27649	1753	311	439	25	7	32210	38	77	334	5867	453	18	992	1519	33831	1335	6447	79	90	4	9	35	6	246	48	9	9866	35083	87	153	19	1	55195	10561
Brooklawnia pr_cl_3833	1329	1815	3420543	9067	13803	503035	8253	68274	793	16606	1700	11761	48323	31742	2025	8557	480063	30073	2105	5346	256554	234500	4291	181749	12052	443756	2891	2062	6518	124237	2091	201	367	503	14592783	1564	1846	1246	2108	12025	11982	6142	1452	23924	204299
Brooklawnia pr_cl_3840	1669	1274	4825	4289	422	4220	4578349	42266	69	109	552827	35831	1933	3473	119	40	681190	844	472	8719	128980	7894	507	20157	38978	571006	21119	111173	537	1661	35	98	707	10	588	160	10	325183	2404184	999	1275	268	157	1017719	161253
Arachnia pr_cl_3847	17	13	456	364	165	42	63	96	97	151	46	75	156	163	41	8	221	7	16	35	128	192	59	545	76	45	49	18	78	8	15	3	14	3	81	65	133	80	26	59	315	19	14	272	89
Arachnia pr_cl_3849	121	18	1224	5273	1509	799	385	6568	456	1494	197	422	984	1819	359	15	475	13	73	118	75	2786	148	1450	81	314	2959	491	689	57	87	95	3	2	514	372	76	463	43	379	1098	110	17	3621	440
Arachnia pr_cl_3865	127	31	2291	4384	1328	197	494	537	341	124	344	1981	1001	766	84	2	862	22	95	725	201	498	98	31017	1592	682	316	455	1082	6	74	1	21	8	131	812	180	1474	739	286	921	380	44	1195	42455
Arachnia pr_cl_3856	220	39	28446	28368	50991	13161	9252	135188	7697	29609	9720	5024	14245	21457	8920	140	6080	120	1338	6045	224	3957	5955	6105	4836	8960	5246	1143	8640	86	1101	268	147	9	1600	18853	6175	787	3130	1409	38133	281	0	9491	8552
Arachnia pr_cl_3864	235	42	1207	3356	963	222	584	954	369	2263	870	596	999	13971	163	22	1765	48	55	271	393	1472	120	19751	102	661	496	182	430	29	62	19	32	5	535	460	133	645	84	375	2496	311	25	9698	1487
Arachnia pr_cl_3862	389	344	25399	17228	2988	1548	15027	2461	1022	1908	1169	7597	1733	7086	998	104	4414	132	227	1124	1299	8928	394	11233	2483	3391	2785	2038	2878	210	332	79	63	18	4102	1317	234	1773	1112	2371	8336	1013	105	9307	9302
Arachnia pr_cl_3863	406	444	16523	35253	10909	2389	5566	12136	4024	13200	2723	1895	8669	8396	5410	374	4551	93	1029	2956	2092	14792	1218	11860	10025	2836	6620	3091	5837	347	516	110	84	19	4985	3254	501	1858	1029	1925	26955	706	162	21368	5040
Arachnia pr_cl_3852	574	93	8281	43106	2947	3728	3221	13890	12636	15113	4527	447	14933	5213	6004	36	14030	74	1707	4408	1854	2798	944	21494	3136	992	300674	704	8992	40	1116	52	55	7	2001	2098	57	1557	571	1430	73865	214	16	2212902	54682
Arachnia pr_cl_3859	1176	1393	86663	67507	2174	11143	23583	18324	6203	9705	9667	7085	6767	15604	5491	816	12129	406	1154	1917	10291	52691	1402	64342	2538	11146	12197	14164	5834	990	1284	646	93	50	71127	1899	244	7766	3893	7939	27377	998	252	38877	19508
Arachnia pr_cl_3850	1523	2163	21956	5843341	17258	787571	54605	8160811	106127	1503310	3920	7689	69328	308041	3361397	628	8557	428	3764	4283	3368	16687	107632	24885	7374	10430	1325034	3168	9077	272	46317	147519	244	70	6500	182842	426	45402	843	126116	25871	2475	783	489129	10917
Arachnia pr_cl_3860	2191	1105	183878	97657	15221	29682	30936	23794	10070	30259	15675	16962	18007	51569	25499	1474	32355	1329	2114	5342	50934	4035783	16014	513299	6248	269233	180364	2565065	12151	44127	2825	1696	236	80	1343664	8189	771	16010	5749	23526	45880	1277	659	50135	23836
Arachnia pr_cl_3855	2319	1407	678786	500695	2195416	103494	135873	979136	158957	293679	158080	22631	194836	404592	193198	3374	131232	2485	150703	107658	16746	88335	54385	173218	7840500	134757	63212	16248	130541	953	5564	4487	2722	47	11648	260375	80316	9871	86360	22183	2496481	8091	149	103280	208458
Arachnia pr_cl_3857	2806	1267	212329	156372	10687	21366	24661	23885	15346	19680	194546	12013	20365	46863	8838	746	827446	1830	2186	6318	10926870	173650	3409	27324294	16774	444795	32155	5015439	21014	144434	3864	501	317	462	153570	28023	5065	1903307	143386	24300	72563	5210	5606	382587	30053
Arachnia pr_cl_3853	11805	1306	205807	1006110	8405	95878	10239	40603	453083	134514	191520	12854	48402	17040	11370	898	21543	2155	4263	158667	5174	13124	2076	326866	4284	3215	62757	5671	18051	165	3974	496	198	98	40977	5436	174	15211	9887	12243	584532	3061	367	857358	78446
Arachnia pr_cl_3848	15657	19515	5733	113245	14227	1936	42866	11497	74852	92317	53628	5652	286433	163473	36633	8393	16210	4515	37071	86419	1498	374052	31725	9404	75461	2238	27711	3659	124267	15274	93012	12416	2663	2819	5446	20083	157	194815	9028	12888	19372	11671	4986	100904	109783
Arachnia pr_cl_3851	71381	20565	173483	5605934	4501768	411051	736120	3382869	1265128	5738832	583635	58638	2068087	1800651	1113513	4480	701256	13695	402693	381707	19962	457130	265540	707294	2338449	240330	1234537	37499	1064322	3601	161315	8715	15355	52327	43489	723055	3205	176455	18871	334437	7779465	13082	4603	3497111	684929
Arachnia pr_cl_3861	77197	83220	3269566	1959310	175857	1698284	2001612	1034724	519599	1589684	1072957	1380106	847841	415593	959226	39007	1885425	24484	230861	359580	174758	2819029	343290	1060444	113033	1341086	911750	180425	533131	552886	300498	9225	9976	3429	1961661	432598	20184	436412	258197	521683	763811	34826	6202	1517549	1372807
Arachnia pr_cl_3858	149534	13627	381385	13531433	77719	57398	530746	138992	283504	132929	50541	145687	1050525	187576	39611	17073	100958	8686	22495	41773	74440	427008	24048	885081	69140	245508	1547103	62308	62923	4598	85148	5485	2937	918	127759	36815	8016	260789	88726	287933	3997581	15607	7370	1733992	1719837
Arachnia pr_cl_3854	242831	983746	25152	2033168	221360	50394	1375033	317170	153537	227713	219928	2126516	1043632	2457336	889785	2090921	1763619	158	139196	886624	3179	33188	587122	366786	484069	3812	563842	6301	3077382	88694	184784	68851	42691	24856	18630	204727	168953	5492	3258	298519	14909	1513985	121466	686651	11012
Antricoccaceae pr_cl_3238	4	19	9	3	26	4	25	8	10	23	5	1	13	16	0	10	0	0	13	0	12	5	21	11	18	1	16	1	6	0	5	2	1	0	2	11	45	9	3	4	1	4	8	14	14
Catelliglobosispora pr_cl_3208	1	8	6	2	21	4	8	4	6	36	4	1	16	30	21	0	15	2	1	9	6	14	14	19	11	1	7	2	4	1	2	4	4	1	9	6	28	27	2	4	12	4	15	1	12
Allorhizocola pr_cl_3207	1	15	27	21	138	16	44	12	28	57	6	51	35	24	16	6	24	12	23	11	25	20	38	111	22	57	27	14	13	2	9	4	3	2	5	37	7	16	20	18	26	5	2	33	19
Natronosporangium pr_cl_3239	3	11	2	8	39	1	14	0	3	10	2	2	2	4	2	0	19	0	3	5	7	12	4	10	6	8	0	18	0	6	9	2	2	0	2	0	100	8	3	3	6	1	1	1	0
Natronosporangium pr_cl_3240	3	1	2	30	4	2	11	3	1	16	1	6	8	801	2	2	3	0	4	4	3	7	4	1	4	9	0	0	1	0	0	0	0	0	4	2	0	5	8	1	5	6	2	8	7
Kibdelosporangium pr_cl_3244	0	8	19	4	14	4	32	0	0	9	0	0	4	6	6	4	14	0	4	3	0	15	8	6	13	0	2	1	6	0	8	8	0	0	0	2	2	2	7	2	9	5	3	0	6
Saccharopolyspora pr_cl_3253	0	27	6	3	17	6	8	3	27	6	2	0	1	8	2	2	14	0	5	0	3	9	9	23	19	2	0	0	4	0	0	3	0	0	17	1	12	12	2	3	2	2	6	1	7
Amycolatopsis_C pr_cl_3245	2	12	39	27	5	0	5	0	6	2	0	7	0	8	8	10	2	1	10	10	20	6	16	11	13	3	0	0	6	1	0	0	2	2	4	2	27	0	3	0	4	1	0	15	1
Sciscionella pr_cl_3243	2	0	2	8	22	0	10	4	7	28	0	12	12	40	2	8	8	0	10	4	1	4	11	6	21	10	12	6	16	16	0	6	2	0	12	14	6	2	4	0	12	0	2	3	11
Actinophytocola pr_cl_3247	0	3	14	0	7	0	9	0	7	4	0	2	0	5	6	1	2	0	2	3	4	2	14	14	4	2	2	0	2	2	2	6	0	0	4	8	13	3	4	0	4	0	1	5	1
Actinophytocola pr_cl_3254	4	4	6	144	59	2	55	12	30	11	127	30	11	85	12	12	48	85	26	103	8	25	81	62	66	51	15	12	28	220	6	1	0	1	2	24	34	11	10	23	2	0	67	8	7
Actinophytocola pr_cl_3248	5	4	51	8	14	4	9	2	27	19	10	3	9	10	22	7	15	26	11	1	30	6	12	19	13	16	7	4	15	6	1	2	1	0	19	8	49	9	2	0	8	12	3	3	7
Pseudonocardiaceae pr_cl_3250	0	6	0	0	3	0	0	0	2	4	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	4
Pseudonocardiaceae pr_cl_3246	1	15	21	27	39	4	69	11	16	56	10	40	34	26	8	4	11	4	8	20	0	2	17	22	26	52	9	6	5	0	16	6	7	1	0	11	6	9	3	1	18	11	2	15	46
Pseudonocardiaceae pr_cl_3252	3	30	7	4	58	1	17	6	10	14	3	7	2	1	4	2	6	0	6	5	0	0	14	15	43	1	5	3	3	2	1	3	2	0	2	4	1	1	3	3	1	4	1	5	8
Pseudonocardiaceae pr_cl_3249	4	161	44	60	35	6	46	10	194	29	16	19	16	31	14	91	39	2	16	32	12	8	32	53	70	8	38	13	19	25	7	3	3	3	16	17	77	14	12	7	16	10	15	10	39
Pseudonocardiaceae pr_cl_3251	6	77	33	33	0	8	362	0	47	19	8	3	2	9	8	10	14	12	2	3	6	11	9	27	6	6	10	0	5	2	0	4	2	12	18	11	18	25	47	7	5	7	2	15	25
Dietzia pr_cl_3838	0	18	14	2	2	0	0	0	19	18	2	4	2	10	0	0	4	0	2	0	2	14	4	23	8	3	1	2	2	0	0	2	0	0	1	0	0	3	5	4	2	0	1	1	4
Lawsonella pr_cl_3886	0	12	2	49	7	0	44	3	1	9	5	1	5	0	9	6	56	4	10	21	6	15	0	25	24	5	4	4	13	0	0	6	2	0	22	4	4	0	16	3	11	6	1	1	9
Lawsonella pr_cl_3887	30	6	4	586	20	11	6	4	2	20	694	124	1096	35	73	2421	566	300	37	59	1331	26	139	268	143	1483	277	3	105	679	0	4	60	47	407	14	6	5	45	27	5	1274	18	32	2
Corynebacterium pr_cl_3837	1	59	11	41	31	18	16	4	57	46	36	7	12	12	2	200	71	3	13	14	51	21	18	23	10	10	15	0	5	6	2	8	1	5	6	2	12	10	10	8	36	20	6	15	24
Corynebacterium pr_cl_3900	4	81	17	8	3	10	14	2	23	15	9	2	1	5	3	5	15	0	4	2	0	17	22	18	17	1	14	4	7	0	2	0	1	4	0	11	8	0	0	0	7	2	0	20	2
Corynebacterium pr_cl_3875	4	8	6	4	43	16	8	13	11	52	10	7	15	21	30	8	12	5	2	33	4	22	92	41	62	14	48	51	50	2	23	0	2	3	15	11	4	15	0	14	30	2	4	14	13
Corynebacterium pr_cl_3836	4	401	36	86	40	1	83	15	73	65	11	14	130	61	7	9	50	2	36	7	6	32	40	124	82	8	19	4	37	2	5	6	5	7	6	37	30	76	8	52	27	34	15	16	30
Corynebacterium pr_cl_3899	7	19	25	36	25	17	19	28	33	263	29	13	12	31	8	8	100	12	13	19	2	14	47	62	20	7	173	3	13	2	12	5	16	3	26	6	0	32	26	39	46	3	16	22	10
